Council,Councilname,Organisation,Year,Grant Category,NumberofApplications,NumberofAwards,AwardRate,AmountApplied,AmountAwarded,AwardRateValue,latitude,longitude
NERC,Environment,University of Hertfordshire,2015-16,Research and Innovation Grant,3,1,33,485,84,17,51.753128,-0.240975
NERC,Environment,University of Hertfordshire,2016-17,Research and Innovation Grant,2,1,50,947,731,77,51.753128,-0.240975
NERC,Environment,University of Hertfordshire,2017-18,Research and Innovation Grant,1,0,0,233,0,0,51.753128,-0.240975
NERC,Environment,University of Hertfordshire,2018-19,Research and Innovation Grant,3,0,0,714,0,0,51.753128,-0.240975
NERC,Environment,University of Hertfordshire,2019-20,Research and Innovation Grant,1,0,0,80,0,0,51.753128,-0.240975
NERC,Environment,University of Northumbria at Newcastle,2017-18,Fellowship,1,1,100,279,169,61,54.976897,-1.607575
NERC,Environment,University of Northumbria at Newcastle,2018-19,Fellowship,1,1,100,22,22,101,54.976897,-1.607575
NERC,Environment,University of Northumbria at Newcastle,2015-16,Research and Innovation Grant,4,0,0,1159,0,0,54.976897,-1.607575
NERC,Environment,University of Northumbria at Newcastle,2016-17,Research and Innovation Grant,6,0,0,1250,0,0,54.976897,-1.607575
NERC,Environment,University of Northumbria at Newcastle,2017-18,Research and Innovation Grant,3,1,33,744,90,12,54.976897,-1.607575
NERC,Environment,University of Northumbria at Newcastle,2018-19,Research and Innovation Grant,11,6,55,2885,2042,71,54.976897,-1.607575
NERC,Environment,University of Northumbria at Newcastle,2019-20,Research and Innovation Grant,8,3,38,1538,279,18,54.976897,-1.607575
NERC,Environment,University of Nottingham,2015-16,Fellowship,2,0,0,1005,0,0,52.938184,-1.19438
NERC,Environment,University of Nottingham,2016-17,Fellowship,1,0,0,502,0,0,52.938184,-1.19438
NERC,Environment,University of Nottingham,2018-19,Fellowship,1,0,0,48,0,0,52.938184,-1.19438
NERC,Environment,University of Nottingham,2015-16,Research and Innovation Grant,15,2,13,4692,82,2,52.938184,-1.19438
NERC,Environment,University of Nottingham,2016-17,Research and Innovation Grant,24,6,25,7886,1750,22,52.938184,-1.19438
NERC,Environment,University of Nottingham,2017-18,Research and Innovation Grant,8,2,25,4469,954,21,52.938184,-1.19438
NERC,Environment,University of Nottingham,2018-19,Research and Innovation Grant,14,3,21,4686,858,18,52.938184,-1.19438
NERC,Environment,University of Nottingham,2019-20,Research and Innovation Grant,9,2,22,3035,758,25,52.938184,-1.19438
NERC,Environment,University of Plymouth,2017-18,Fellowship,3,1,33,454,70,15,50.375329,-4.138735
NERC,Environment,University of Plymouth,2018-19,Fellowship,2,0,0,539,0,0,50.375329,-4.138735
NERC,Environment,University of Plymouth,2015-16,Research and Innovation Grant,12,2,17,5308,1128,21,50.375329,-4.138735
NERC,Environment,University of Plymouth,2016-17,Research and Innovation Grant,19,7,37,4558,955,21,50.375329,-4.138735
NERC,Environment,University of Plymouth,2017-18,Research and Innovation Grant,14,5,36,3988,794,20,50.375329,-4.138735
NERC,Environment,University of Plymouth,2018-19,Research and Innovation Grant,13,5,38,4907,1122,23,50.375329,-4.138735
NERC,Environment,University of Plymouth,2019-20,Research and Innovation Grant,12,2,17,5460,164,3,50.375329,-4.138735
NERC,Environment,University of South Wales,2018-19,Research and Innovation Grant,2,0,0,475,0,0,51.587622,-3.327445
NERC,Environment,University of South Wales,2019-20,Research and Innovation Grant,1,0,0,634,0,0,51.587622,-3.327445
NERC,Environment,University of Worcester,2015-16,Research and Innovation Grant,2,1,50,369,167,45,52.197366,-2.243085
NERC,Environment,University of Worcester,2019-20,Research and Innovation Grant,1,0,0,60,0,0,52.197366,-2.243085
NERC,Environment,University of the Highlands and Islands,2016-17,Fellowship,1,1,100,197,200,102,57.469405,-4.230246
NERC,Environment,University of the Highlands and Islands,2016-17,Research and Innovation Grant,2,0,0,655,0,0,57.469405,-4.230246
NERC,Environment,University of the Highlands and Islands,2017-18,Research and Innovation Grant,3,0,0,544,0,0,57.469405,-4.230246
NERC,Environment,University of the Highlands and Islands,2019-20,Research and Innovation Grant,1,1,100,40,41,101,57.469405,-4.230246
NERC,Environment,"University of the West of England, Bristol",2015-16,Fellowship,1,0,0,47,0,0,51.501079,-2.547458
NERC,Environment,"University of the West of England, Bristol",2017-18,Fellowship,1,0,0,151,0,0,51.501079,-2.547458
NERC,Environment,"University of the West of England, Bristol",2018-19,Fellowship,1,1,100,12,12,101,51.501079,-2.547458
NERC,Environment,"University of the West of England, Bristol",2015-16,Research and Innovation Grant,3,1,33,368,62,17,51.501079,-2.547458
NERC,Environment,"University of the West of England, Bristol",2016-17,Research and Innovation Grant,6,0,0,1207,0,0,51.501079,-2.547458
NERC,Environment,"University of the West of England, Bristol",2017-18,Research and Innovation Grant,5,2,40,1030,389,38,51.501079,-2.547458
NERC,Environment,"University of the West of England, Bristol",2018-19,Research and Innovation Grant,5,0,0,930,0,0,51.501079,-2.547458
NERC,Environment,"University of the West of England, Bristol",2019-20,Research and Innovation Grant,3,0,0,490,0,0,51.501079,-2.547458
STFC,Science and Technology,Abertay University,2016-17,Research and Innovation Grant,1,0,0,189,0,0,56.46334,-2.973441
STFC,Science and Technology,Abertay University,2019-20,Research and Innovation Grant,1,0,0,222,0,0,56.46334,-2.973441
STFC,Science and Technology,Aberystwyth University,2018-19,Fellowship,1,0,0,520,0,0,52.403473,-4.043584
STFC,Science and Technology,Aberystwyth University,2019-20,Fellowship,1,0,0,588,0,0,52.403473,-4.043584
STFC,Science and Technology,Aberystwyth University,2015-16,Research and Innovation Grant,2,1,50,1201,240,20,52.403473,-4.043584
STFC,Science and Technology,Aberystwyth University,2018-19,Research and Innovation Grant,2,2,100,1767,381,22,52.403473,-4.043584
STFC,Science and Technology,Aberystwyth University,2019-20,Research and Innovation Grant,1,0,0,111,0,0,52.403473,-4.043584
STFC,Science and Technology,Aston University,2017-18,Research and Innovation Grant,1,0,0,66,0,0,52.486637,-1.890952
STFC,Science and Technology,Birkbeck College,2017-18,Fellowship,1,0,0,40,0,0,51.521891,-0.130359
STFC,Science and Technology,Birkbeck College,2015-16,Research and Innovation Grant,2,2,100,630,322,51,51.521891,-0.130359
STFC,Science and Technology,Birkbeck College,2019-20,Research and Innovation Grant,2,1,50,1050,12,1,51.521891,-0.130359
STFC,Science and Technology,Brunel University London,2015-16,Research and Innovation Grant,4,3,75,2859,538,19,51.532838,-0.472856
STFC,Science and Technology,Brunel University London,2016-17,Research and Innovation Grant,2,2,100,552,317,57,51.532838,-0.472856
STFC,Science and Technology,Brunel University London,2017-18,Research and Innovation Grant,1,1,100,8,8,100,51.532838,-0.472856
STFC,Science and Technology,Brunel University London,2018-19,Research and Innovation Grant,2,2,100,338,345,102,51.532838,-0.472856
STFC,Science and Technology,Brunel University London,2019-20,Research and Innovation Grant,3,2,67,1052,147,14,51.532838,-0.472856
STFC,Science and Technology,Canterbury Christ Church University,2019-20,Research and Innovation Grant,1,1,100,13,13,100,51.279643,1.089364
STFC,Science and Technology,Cardiff University,2015-16,Fellowship,2,0,0,957,0,0,51.489057,-3.179825
STFC,Science and Technology,Cardiff University,2016-17,Fellowship,2,1,50,567,86,15,51.489057,-3.179825
STFC,Science and Technology,Cardiff University,2017-18,Fellowship,4,1,25,1642,477,29,51.489057,-3.179825
STFC,Science and Technology,Cardiff University,2019-20,Fellowship,4,1,25,1624,194,12,51.489057,-3.179825
STFC,Science and Technology,Cardiff University,2015-16,Research and Innovation Grant,6,5,83,7432,4591,62,51.489057,-3.179825
STFC,Science and Technology,Cardiff University,2016-17,Research and Innovation Grant,4,3,75,2526,1709,68,51.489057,-3.179825
STFC,Science and Technology,Cardiff University,2017-18,Research and Innovation Grant,2,2,100,1040,901,87,51.489057,-3.179825
STFC,Science and Technology,Cardiff University,2018-19,Research and Innovation Grant,6,4,67,5612,3102,55,51.489057,-3.179825
STFC,Science and Technology,Cardiff University,2019-20,Research and Innovation Grant,7,3,43,6440,511,8,51.489057,-3.179825
STFC,Science and Technology,"City, University of London",2015-16,Fellowship,1,0,0,424,0,0,51.527704,-0.102614
STFC,Science and Technology,"City, University of London",2016-17,Fellowship,1,0,0,437,0,0,51.527704,-0.102614
STFC,Science and Technology,"City, University of London",2018-19,Fellowship,1,0,0,490,0,0,51.527704,-0.102614
STFC,Science and Technology,"City, University of London",2016-17,Research and Innovation Grant,1,1,100,531,45,8,51.527704,-0.102614
STFC,Science and Technology,"City, University of London",2018-19,Research and Innovation Grant,1,1,100,4,4,101,51.527704,-0.102614
STFC,Science and Technology,"City, University of London",2019-20,Research and Innovation Grant,1,1,100,543,41,8,51.527704,-0.102614
STFC,Science and Technology,Cranfield University,2015-16,Research and Innovation Grant,1,1,100,13,13,100,52.073918,-0.628755
STFC,Science and Technology,Cranfield University,2016-17,Research and Innovation Grant,1,0,0,2556,0,0,52.073918,-0.628755
STFC,Science and Technology,Cranfield University,2017-18,Research and Innovation Grant,1,1,100,20,20,101,52.073918,-0.628755
STFC,Science and Technology,Harper Adams University,2016-17,Research and Innovation Grant,1,0,0,998,0,0,52.779896,-2.425558
STFC,Science and Technology,Heriot-Watt University,2019-20,Fellowship,1,0,0,460,0,0,55.909385,-3.320682
STFC,Science and Technology,Heriot-Watt University,2015-16,Research and Innovation Grant,6,5,83,1439,1145,80,55.909385,-3.320682
STFC,Science and Technology,Heriot-Watt University,2016-17,Research and Innovation Grant,2,1,50,1521,43,3,55.909385,-3.320682
STFC,Science and Technology,Heriot-Watt University,2017-18,Research and Innovation Grant,2,1,50,1124,300,27,55.909385,-3.320682
STFC,Science and Technology,Heriot-Watt University,2018-19,Research and Innovation Grant,2,1,50,565,315,56,55.909385,-3.320682
STFC,Science and Technology,Heriot-Watt University,2019-20,Research and Innovation Grant,8,5,63,4909,1125,23,55.909385,-3.320682
STFC,Science and Technology,"Imperial College of Science, Technology and Medicine",2015-16,Fellowship,5,1,20,2436,459,19,51.498317,-0.176923
STFC,Science and Technology,"Imperial College of Science, Technology and Medicine",2016-17,Fellowship,9,2,22,4389,979,22,51.498317,-0.176923
STFC,Science and Technology,"Imperial College of Science, Technology and Medicine",2017-18,Fellowship,8,0,0,4166,0,0,51.498317,-0.176923
STFC,Science and Technology,"Imperial College of Science, Technology and Medicine",2018-19,Fellowship,11,1,9,6230,512,8,51.498317,-0.176923
STFC,Science and Technology,"Imperial College of Science, Technology and Medicine",2019-20,Fellowship,10,0,0,6410,0,0,51.498317,-0.176923
STFC,Science and Technology,"Imperial College of Science, Technology and Medicine",2015-16,Research and Innovation Grant,20,14,70,27228,17579,65,51.498317,-0.176923
STFC,Science and Technology,"Imperial College of Science, Technology and Medicine",2016-17,Research and Innovation Grant,12,9,75,10393,4742,46,51.498317,-0.176923
STFC,Science and Technology,"Imperial College of Science, Technology and Medicine",2017-18,Research and Innovation Grant,5,1,20,959,32,3,51.498317,-0.176923
STFC,Science and Technology,"Imperial College of Science, Technology and Medicine",2018-19,Research and Innovation Grant,16,15,94,14049,9137,65,51.498317,-0.176923
STFC,Science and Technology,"Imperial College of Science, Technology and Medicine",2019-20,Research and Innovation Grant,12,7,58,24803,11183,45,51.498317,-0.176923
STFC,Science and Technology,King's College London,2015-16,Fellowship,2,0,0,767,0,0,51.511612,-0.116253
STFC,Science and Technology,King's College London,2016-17,Fellowship,3,1,33,1201,393,33,51.511612,-0.116253
STFC,Science and Technology,King's College London,2017-18,Fellowship,1,0,0,430,0,0,51.511612,-0.116253
STFC,Science and Technology,King's College London,2018-19,Fellowship,3,1,33,1504,455,30,51.511612,-0.116253
STFC,Science and Technology,King's College London,2019-20,Fellowship,3,0,0,1620,0,0,51.511612,-0.116253
STFC,Science and Technology,King's College London,2016-17,Research and Innovation Grant,3,2,67,4428,1595,36,51.511612,-0.116253
STFC,Science and Technology,King's College London,2017-18,Research and Innovation Grant,1,1,100,71,72,101,51.511612,-0.116253
STFC,Science and Technology,King's College London,2018-19,Research and Innovation Grant,4,3,75,434,228,52,51.511612,-0.116253
STFC,Science and Technology,King's College London,2019-20,Research and Innovation Grant,4,2,50,6621,1856,28,51.511612,-0.116253
STFC,Science and Technology,Kingston University,2015-16,Research and Innovation Grant,1,0,0,10,0,0,51.406309,-0.30786
STFC,Science and Technology,Liverpool John Moores University,2015-16,Fellowship,1,0,0,431,0,0,53.403685,-2.973176
STFC,Science and Technology,Liverpool John Moores University,2016-17,Fellowship,3,0,0,1275,0,0,53.403685,-2.973176
STFC,Science and Technology,Liverpool John Moores University,2017-18,Fellowship,2,0,0,890,0,0,53.403685,-2.973176
STFC,Science and Technology,Liverpool John Moores University,2018-19,Fellowship,1,0,0,447,0,0,53.403685,-2.973176
STFC,Science and Technology,Liverpool John Moores University,2019-20,Fellowship,4,2,50,1949,969,50,53.403685,-2.973176
STFC,Science and Technology,Liverpool John Moores University,2015-16,Research and Innovation Grant,2,1,50,167,45,27,53.403685,-2.973176
STFC,Science and Technology,Liverpool John Moores University,2016-17,Research and Innovation Grant,8,8,100,1256,1017,81,53.403685,-2.973176
STFC,Science and Technology,Liverpool John Moores University,2017-18,Research and Innovation Grant,6,5,83,3978,2071,52,53.403685,-2.973176
STFC,Science and Technology,Liverpool John Moores University,2018-19,Research and Innovation Grant,5,4,80,800,691,86,53.403685,-2.973176
STFC,Science and Technology,Liverpool John Moores University,2019-20,Research and Innovation Grant,8,3,38,1358,976,72,53.403685,-2.973176
STFC,Science and Technology,Loughborough University,2016-17,Research and Innovation Grant,1,1,100,1192,1207,101,52.764828,-1.22952
STFC,Science and Technology,Loughborough University,2019-20,Research and Innovation Grant,1,1,100,400,404,101,52.764828,-1.22952
STFC,Science and Technology,Middlesex University,2016-17,Research and Innovation Grant,1,1,100,10,10,100,51.589826,-0.229909
STFC,Science and Technology,Middlesex University,2019-20,Research and Innovation Grant,1,1,100,107,107,100,51.589826,-0.229909
STFC,Science and Technology,Environment Centre for Ecology and Hydrology,2015-16,Research and Innovation Grant,1,0,0,396,0,0,54.00919808,-2.786886994
STFC,Science and Technology,Environment Centre for Ecology and Hydrology,2016-17,Research and Innovation Grant,1,0,0,881,0,0,54.00919808,-2.786886994
STFC,Science and Technology,Environment Centre for Ecology and Hydrology,2018-19,Research and Innovation Grant,2,1,50,87,20,23,54.00919808,-2.786886994
STFC,Science and Technology,Newcastle University,2015-16,Fellowship,1,0,0,390,0,0,54.98032,-1.615713
STFC,Science and Technology,Newcastle University,2017-18,Fellowship,2,0,0,702,0,0,54.98032,-1.615713
STFC,Science and Technology,Newcastle University,2018-19,Fellowship,1,0,0,389,0,0,54.98032,-1.615713
STFC,Science and Technology,Newcastle University,2019-20,Fellowship,1,0,0,432,0,0,54.98032,-1.615713
STFC,Science and Technology,Newcastle University,2015-16,Research and Innovation Grant,2,1,50,1535,509,33,54.98032,-1.615713
STFC,Science and Technology,Newcastle University,2016-17,Research and Innovation Grant,3,1,33,1635,1289,79,54.98032,-1.615713
STFC,Science and Technology,Newcastle University,2017-18,Research and Innovation Grant,2,1,50,381,128,34,54.98032,-1.615713
STFC,Science and Technology,Newcastle University,2018-19,Research and Innovation Grant,3,2,67,2500,383,15,54.98032,-1.615713
STFC,Science and Technology,Queen Mary University of London,2015-16,Fellowship,4,1,25,1334,100,7,51.524636,-0.04071
STFC,Science and Technology,Queen Mary University of London,2016-17,Fellowship,3,0,0,1239,0,0,51.524636,-0.04071
STFC,Science and Technology,Queen Mary University of London,2017-18,Fellowship,4,1,25,1745,425,24,51.524636,-0.04071
STFC,Science and Technology,Queen Mary University of London,2018-19,Fellowship,3,0,0,1524,0,0,51.524636,-0.04071
STFC,Science and Technology,Queen Mary University of London,2019-20,Fellowship,7,0,0,3128,0,0,51.524636,-0.04071
STFC,Science and Technology,Queen Mary University of London,2015-16,Research and Innovation Grant,4,4,100,7402,3528,48,51.524636,-0.04071
STFC,Science and Technology,Queen Mary University of London,2016-17,Research and Innovation Grant,8,5,63,6477,2916,45,51.524636,-0.04071
STFC,Science and Technology,Queen Mary University of London,2017-18,Research and Innovation Grant,4,2,50,292,316,108,51.524636,-0.04071
STFC,Science and Technology,Queen Mary University of London,2018-19,Research and Innovation Grant,6,3,50,1502,886,59,51.524636,-0.04071
STFC,Science and Technology,Queen Mary University of London,2019-20,Research and Innovation Grant,14,11,79,13895,7066,51,51.524636,-0.04071
STFC,Science and Technology,Roehampton University,2019-20,Research and Innovation Grant,1,0,0,222,0,0,51.455585,-0.247673
STFC,Science and Technology,Rothamsted Research,2015-16,Research and Innovation Grant,1,1,100,1985,2022,102,51.80943792,-0.356029388
STFC,Science and Technology,Rothamsted Research,2016-17,Research and Innovation Grant,1,0,0,1086,0,0,51.80943792,-0.356029388
STFC,Science and Technology,Royal Holloway and Bedford New College,2015-16,Fellowship,2,0,0,916,0,0,51.424814,-0.566745
STFC,Science and Technology,Royal Holloway and Bedford New College,2016-17,Fellowship,2,0,0,945,0,0,51.424814,-0.566745
STFC,Science and Technology,Royal Holloway and Bedford New College,2017-18,Fellowship,3,0,0,1222,0,0,51.424814,-0.566745
STFC,Science and Technology,Royal Holloway and Bedford New College,2018-19,Fellowship,2,0,0,1087,0,0,51.424814,-0.566745
STFC,Science and Technology,Royal Holloway and Bedford New College,2019-20,Fellowship,3,0,0,1738,0,0,51.424814,-0.566745
STFC,Science and Technology,Royal Holloway and Bedford New College,2015-16,Research and Innovation Grant,7,7,100,4628,2837,61,51.424814,-0.566745
STFC,Science and Technology,Royal Holloway and Bedford New College,2016-17,Research and Innovation Grant,8,8,100,4361,2584,59,51.424814,-0.566745
STFC,Science and Technology,Royal Holloway and Bedford New College,2017-18,Research and Innovation Grant,4,2,50,822,659,80,51.424814,-0.566745
STFC,Science and Technology,Royal Holloway and Bedford New College,2018-19,Research and Innovation Grant,5,2,40,1174,820,70,51.424814,-0.566745
STFC,Science and Technology,Royal Holloway and Bedford New College,2019-20,Research and Innovation Grant,7,4,57,6090,2147,35,51.424814,-0.566745
STFC,Science and Technology,Swansea University,2015-16,Fellowship,2,0,0,858,0,0,51.609627,-3.980616
STFC,Science and Technology,Swansea University,2016-17,Fellowship,2,0,0,874,0,0,51.609627,-3.980616
STFC,Science and Technology,Swansea University,2017-18,Fellowship,3,1,33,922,123,13,51.609627,-3.980616
STFC,Science and Technology,Swansea University,2018-19,Fellowship,2,0,0,1029,0,0,51.609627,-3.980616
STFC,Science and Technology,Swansea University,2019-20,Fellowship,2,0,0,1173,0,0,51.609627,-3.980616
STFC,Science and Technology,Swansea University,2015-16,Research and Innovation Grant,3,2,67,9,5,54,51.609627,-3.980616
STFC,Science and Technology,Swansea University,2016-17,Research and Innovation Grant,4,3,75,3645,1014,28,51.609627,-3.980616
STFC,Science and Technology,Swansea University,2017-18,Research and Innovation Grant,4,2,50,744,725,97,51.609627,-3.980616
STFC,Science and Technology,Swansea University,2018-19,Research and Innovation Grant,2,1,50,256,12,5,51.609627,-3.980616
STFC,Science and Technology,Swansea University,2019-20,Research and Innovation Grant,2,2,100,5336,1267,24,51.609627,-3.980616
STFC,Science and Technology,The Manchester Metropolitan University,2019-20,Research and Innovation Grant,1,0,0,98,0,0,53.470917,-2.239115
STFC,Science and Technology,The Nottingham Trent University,2015-16,Research and Innovation Grant,1,1,100,108,109,100,52.956436,-1.152077
STFC,Science and Technology,The Nottingham Trent University,2016-17,Research and Innovation Grant,1,0,0,10,0,0,52.956436,-1.152077
STFC,Science and Technology,The Nottingham Trent University,2018-19,Research and Innovation Grant,2,1,50,284,16,6,52.956436,-1.152077
STFC,Science and Technology,The Nottingham Trent University,2019-20,Research and Innovation Grant,1,0,0,381,0,0,52.956436,-1.152077
STFC,Science and Technology,The Open University,2015-16,Fellowship,3,0,0,1330,0,0,52.024914,-0.709747
STFC,Science and Technology,The Open University,2016-17,Fellowship,3,0,0,1338,0,0,52.024914,-0.709747
STFC,Science and Technology,The Open University,2017-18,Fellowship,6,1,17,2531,308,12,52.024914,-0.709747
STFC,Science and Technology,The Open University,2018-19,Fellowship,1,0,0,459,0,0,52.024914,-0.709747
STFC,Science and Technology,The Open University,2019-20,Fellowship,5,0,0,2085,0,0,52.024914,-0.709747
STFC,Science and Technology,The Open University,2015-16,Research and Innovation Grant,5,2,40,1372,30,2,52.024914,-0.709747
STFC,Science and Technology,The Open University,2016-17,Research and Innovation Grant,5,3,60,7723,3565,46,52.024914,-0.709747
STFC,Science and Technology,The Open University,2017-18,Research and Innovation Grant,5,3,60,366,289,79,52.024914,-0.709747
STFC,Science and Technology,The Open University,2018-19,Research and Innovation Grant,4,0,0,477,0,0,52.024914,-0.709747
STFC,Science and Technology,The Open University,2019-20,Research and Innovation Grant,5,4,80,5652,3431,61,52.024914,-0.709747
STFC,Science and Technology,The University of Aberdeen,2016-17,Research and Innovation Grant,1,0,0,9,0,0,57.165019,-2.099122
STFC,Science and Technology,The University of Bath,2015-16,Fellowship,1,0,0,441,0,0,51.380441,-2.330673
STFC,Science and Technology,The University of Bath,2016-17,Fellowship,1,0,0,446,0,0,51.380441,-2.330673
STFC,Science and Technology,The University of Bath,2017-18,Fellowship,2,1,50,903,454,50,51.380441,-2.330673
STFC,Science and Technology,The University of Bath,2018-19,Fellowship,1,0,0,522,0,0,51.380441,-2.330673
STFC,Science and Technology,The University of Bath,2019-20,Fellowship,1,0,0,636,0,0,51.380441,-2.330673
STFC,Science and Technology,The University of Bath,2015-16,Research and Innovation Grant,3,3,100,368,172,47,51.380441,-2.330673
STFC,Science and Technology,The University of Bath,2016-17,Research and Innovation Grant,1,0,0,1490,0,0,51.380441,-2.330673
STFC,Science and Technology,The University of Bath,2017-18,Research and Innovation Grant,1,1,100,15,15,100,51.380441,-2.330673
STFC,Science and Technology,The University of Bath,2018-19,Research and Innovation Grant,1,1,100,232,215,92,51.380441,-2.330673
STFC,Science and Technology,The University of Bath,2019-20,Research and Innovation Grant,1,1,100,1657,284,17,51.380441,-2.330673
STFC,Science and Technology,The University of Birmingham,2015-16,Fellowship,6,1,17,2968,492,17,52.451408,-1.930047
STFC,Science and Technology,The University of Birmingham,2016-17,Fellowship,2,0,0,980,0,0,52.451408,-1.930047
STFC,Science and Technology,The University of Birmingham,2017-18,Fellowship,6,0,0,2677,0,0,52.451408,-1.930047
STFC,Science and Technology,The University of Birmingham,2018-19,Fellowship,4,0,0,2162,0,0,52.451408,-1.930047
STFC,Science and Technology,The University of Birmingham,2019-20,Fellowship,5,0,0,2986,0,0,52.451408,-1.930047
STFC,Science and Technology,The University of Birmingham,2015-16,Research and Innovation Grant,14,12,86,11776,7357,62,52.451408,-1.930047
STFC,Science and Technology,The University of Birmingham,2016-17,Research and Innovation Grant,8,4,50,455,297,65,52.451408,-1.930047
STFC,Science and Technology,The University of Birmingham,2017-18,Research and Innovation Grant,7,6,86,5554,2759,50,52.451408,-1.930047
STFC,Science and Technology,The University of Birmingham,2018-19,Research and Innovation Grant,14,11,79,16104,8597,53,52.451408,-1.930047
STFC,Science and Technology,The University of Birmingham,2019-20,Research and Innovation Grant,8,5,63,10161,3774,37,52.451408,-1.930047
STFC,Science and Technology,The University of Bradford,2015-16,Research and Innovation Grant,1,0,0,10,0,0,53.791242,-1.766231
STFC,Science and Technology,The University of Brighton,2017-18,Research and Innovation Grant,2,2,100,345,172,50,50.842454,-0.11917
STFC,Science and Technology,The University of Brighton,2018-19,Research and Innovation Grant,2,1,50,410,18,4,50.842454,-0.11917
STFC,Science and Technology,The University of Bristol,2015-16,Fellowship,3,0,0,1544,0,0,51.459066,-2.603291
STFC,Science and Technology,The University of Bristol,2017-18,Fellowship,7,0,0,2387,0,0,51.459066,-2.603291
STFC,Science and Technology,The University of Bristol,2018-19,Fellowship,1,0,0,544,0,0,51.459066,-2.603291
STFC,Science and Technology,The University of Bristol,2019-20,Fellowship,3,1,33,1608,544,34,51.459066,-2.603291
STFC,Science and Technology,The University of Bristol,2015-16,Research and Innovation Grant,6,3,50,5699,3035,53,51.459066,-2.603291
STFC,Science and Technology,The University of Bristol,2016-17,Research and Innovation Grant,9,4,44,1118,551,49,51.459066,-2.603291
STFC,Science and Technology,The University of Bristol,2017-18,Research and Innovation Grant,6,5,83,3691,1827,49,51.459066,-2.603291
STFC,Science and Technology,The University of Bristol,2018-19,Research and Innovation Grant,6,4,67,2260,1430,63,51.459066,-2.603291
STFC,Science and Technology,The University of Bristol,2019-20,Research and Innovation Grant,10,7,70,9132,3956,43,51.459066,-2.603291
STFC,Science and Technology,The University of Cambridge,2015-16,Fellowship,10,2,20,4066,794,20,52.205296,0.117067
STFC,Science and Technology,The University of Cambridge,2016-17,Fellowship,12,5,42,4966,1749,35,52.205296,0.117067
STFC,Science and Technology,The University of Cambridge,2017-18,Fellowship,11,1,9,4800,481,10,52.205296,0.117067
STFC,Science and Technology,The University of Cambridge,2018-19,Fellowship,13,3,23,6116,1016,17,52.205296,0.117067
STFC,Science and Technology,The University of Cambridge,2019-20,Fellowship,10,1,10,5559,525,9,52.205296,0.117067
STFC,Science and Technology,The University of Cambridge,2015-16,Research and Innovation Grant,17,13,76,13295,7984,60,52.205296,0.117067
STFC,Science and Technology,The University of Cambridge,2016-17,Research and Innovation Grant,21,15,71,15422,9133,59,52.205296,0.117067
STFC,Science and Technology,The University of Cambridge,2017-18,Research and Innovation Grant,13,10,77,8554,3142,37,52.205296,0.117067
STFC,Science and Technology,The University of Cambridge,2018-19,Research and Innovation Grant,14,10,71,12689,8959,71,52.205296,0.117067
STFC,Science and Technology,The University of Cambridge,2019-20,Research and Innovation Grant,18,16,89,23997,12728,53,52.205296,0.117067
STFC,Science and Technology,The University of Central Lancashire,2015-16,Fellowship,2,0,0,684,0,0,53.761338,-2.707384
STFC,Science and Technology,The University of Central Lancashire,2016-17,Fellowship,1,0,0,361,0,0,53.761338,-2.707384
STFC,Science and Technology,The University of Central Lancashire,2017-18,Fellowship,2,1,50,503,121,24,53.761338,-2.707384
STFC,Science and Technology,The University of Central Lancashire,2018-19,Fellowship,2,0,0,778,0,0,53.761338,-2.707384
STFC,Science and Technology,The University of Central Lancashire,2015-16,Research and Innovation Grant,3,2,67,180,12,6,53.761338,-2.707384
STFC,Science and Technology,The University of Central Lancashire,2016-17,Research and Innovation Grant,3,2,67,168,4,2,53.761338,-2.707384
STFC,Science and Technology,The University of Central Lancashire,2017-18,Research and Innovation Grant,2,2,100,2411,1185,49,53.761338,-2.707384
STFC,Science and Technology,The University of Central Lancashire,2018-19,Research and Innovation Grant,4,3,75,152,55,36,53.761338,-2.707384
STFC,Science and Technology,The University of Dundee,2015-16,Fellowship,1,0,0,434,0,0,56.457345,-2.978269
STFC,Science and Technology,The University of Dundee,2016-17,Fellowship,1,0,0,432,0,0,56.457345,-2.978269
STFC,Science and Technology,The University of Dundee,2017-18,Fellowship,1,0,0,443,0,0,56.457345,-2.978269
STFC,Science and Technology,The University of Dundee,2015-16,Research and Innovation Grant,2,2,100,1091,646,59,56.457345,-2.978269
STFC,Science and Technology,The University of Dundee,2016-17,Research and Innovation Grant,1,1,100,537,535,100,56.457345,-2.978269
STFC,Science and Technology,The University of Dundee,2017-18,Research and Innovation Grant,1,0,0,219,0,0,56.457345,-2.978269
STFC,Science and Technology,The University of Dundee,2018-19,Research and Innovation Grant,3,2,67,1462,697,48,56.457345,-2.978269
STFC,Science and Technology,The University of East Anglia,2017-18,Research and Innovation Grant,1,0,0,386,0,0,52.622369,1.241391
STFC,Science and Technology,The University of Edinburgh,2015-16,Fellowship,5,1,20,2180,438,20,55.947691,-3.187347
STFC,Science and Technology,The University of Edinburgh,2016-17,Fellowship,4,0,0,1737,0,0,55.947691,-3.187347
STFC,Science and Technology,The University of Edinburgh,2017-18,Fellowship,8,1,13,3231,447,14,55.947691,-3.187347
STFC,Science and Technology,The University of Edinburgh,2018-19,Fellowship,8,0,0,3517,0,0,55.947691,-3.187347
