Council,Councilname,Organisation,Year,Grant Category,NumberofApplications,NumberofAwards,AwardRate,AmountApplied,AmountAwarded,AwardRateValue,latitude,longitude
BBSRC,Biology and Biotech,Swansea University,2016-17,Research and Innovation Grant,10,2,20,3678,611,17,51.609627,-3.980616
BBSRC,Biology and Biotech,Swansea University,2017-18,Research and Innovation Grant,7,1,14,2640,357,14,51.609627,-3.980616
BBSRC,Biology and Biotech,Swansea University,2018-19,Research and Innovation Grant,8,1,13,4483,378,8,51.609627,-3.980616
BBSRC,Biology and Biotech,Swansea University,2019-20,Research and Innovation Grant,10,2,20,3918,768,20,51.609627,-3.980616
BBSRC,Biology and Biotech,Teesside University,2017-18,Research and Innovation Grant,1,0,0,363,0,0,54.572076,-1.234694
BBSRC,Biology and Biotech,Teesside University,2019-20,Research and Innovation Grant,2,0,0,583,0,0,54.572076,-1.234694
BBSRC,Biology and Biotech,The Institute of Cancer Research,2016-17,Fellowship,1,0,0,999,0,0,51.490831,-0.181284
BBSRC,Biology and Biotech,The Institute of Cancer Research,2017-18,Fellowship,1,0,0,1000,0,0,51.490831,-0.181284
BBSRC,Biology and Biotech,The Institute of Cancer Research,2019-20,Fellowship,1,1,100,300,305,102,51.490831,-0.181284
BBSRC,Biology and Biotech,The Institute of Cancer Research,2015-16,Research and Innovation Grant,6,0,0,2338,0,0,51.490831,-0.181284
BBSRC,Biology and Biotech,The Institute of Cancer Research,2016-17,Research and Innovation Grant,3,2,67,709,302,43,51.490831,-0.181284
BBSRC,Biology and Biotech,The Institute of Cancer Research,2017-18,Research and Innovation Grant,4,0,0,2233,0,0,51.490831,-0.181284
BBSRC,Biology and Biotech,The Institute of Cancer Research,2018-19,Research and Innovation Grant,1,0,0,594,0,0,51.490831,-0.181284
BBSRC,Biology and Biotech,The Institute of Cancer Research,2019-20,Research and Innovation Grant,1,0,0,1073,0,0,51.490831,-0.181284
BBSRC,Biology and Biotech,The Manchester Metropolitan University,2015-16,Research and Innovation Grant,3,1,33,228,50,22,53.470917,-2.239115
BBSRC,Biology and Biotech,The Manchester Metropolitan University,2016-17,Research and Innovation Grant,7,0,0,1613,0,0,53.470917,-2.239115
BBSRC,Biology and Biotech,The Manchester Metropolitan University,2017-18,Research and Innovation Grant,10,3,30,3113,310,10,53.470917,-2.239115
BBSRC,Biology and Biotech,The Manchester Metropolitan University,2018-19,Research and Innovation Grant,4,0,0,1309,0,0,53.470917,-2.239115
BBSRC,Biology and Biotech,The Manchester Metropolitan University,2019-20,Research and Innovation Grant,2,0,0,567,0,0,53.470917,-2.239115
BBSRC,Biology and Biotech,The Nottingham Trent University,2015-16,Research and Innovation Grant,1,0,0,822,0,0,52.956436,-1.152077
BBSRC,Biology and Biotech,The Nottingham Trent University,2016-17,Research and Innovation Grant,1,0,0,195,0,0,52.956436,-1.152077
BBSRC,Biology and Biotech,The Nottingham Trent University,2017-18,Research and Innovation Grant,3,0,0,556,0,0,52.956436,-1.152077
BBSRC,Biology and Biotech,The Nottingham Trent University,2018-19,Research and Innovation Grant,4,0,0,1394,0,0,52.956436,-1.152077
BBSRC,Biology and Biotech,The Nottingham Trent University,2019-20,Research and Innovation Grant,2,0,0,389,0,0,52.956436,-1.152077
BBSRC,Biology and Biotech,The Open University,2015-16,Research and Innovation Grant,5,0,0,1446,0,0,52.024914,-0.709747
BBSRC,Biology and Biotech,The Open University,2016-17,Research and Innovation Grant,1,0,0,332,0,0,52.024914,-0.709747
BBSRC,Biology and Biotech,The Open University,2017-18,Research and Innovation Grant,1,0,0,669,0,0,52.024914,-0.709747
BBSRC,Biology and Biotech,The Open University,2018-19,Research and Innovation Grant,1,0,0,316,0,0,52.024914,-0.709747
BBSRC,Biology and Biotech,The Open University,2019-20,Research and Innovation Grant,5,2,40,742,40,5,52.024914,-0.709747
BBSRC,Biology and Biotech,The Robert Gordon University,2018-19,Research and Innovation Grant,3,3,100,2773,2780,100,57.118344,-2.14474
BBSRC,Biology and Biotech,The Royal Veterinary College,2015-16,Fellowship,1,0,0,300,0,0,51.536851,-0.133524
BBSRC,Biology and Biotech,The Royal Veterinary College,2016-17,Fellowship,1,1,100,300,305,102,51.536851,-0.133524
BBSRC,Biology and Biotech,The Royal Veterinary College,2015-16,Research and Innovation Grant,21,4,19,8922,1690,19,51.536851,-0.133524
BBSRC,Biology and Biotech,The Royal Veterinary College,2016-17,Research and Innovation Grant,21,7,33,8594,2218,26,51.536851,-0.133524
BBSRC,Biology and Biotech,The Royal Veterinary College,2017-18,Research and Innovation Grant,18,5,28,14984,1390,9,51.536851,-0.133524
BBSRC,Biology and Biotech,The Royal Veterinary College,2018-19,Research and Innovation Grant,21,4,19,7125,681,10,51.536851,-0.133524
BBSRC,Biology and Biotech,The Royal Veterinary College,2019-20,Research and Innovation Grant,9,0,0,2859,0,0,51.536851,-0.133524
BBSRC,Biology and Biotech,The University of Aberdeen,2015-16,Fellowship,3,0,0,847,0,0,57.165019,-2.099122
BBSRC,Biology and Biotech,The University of Aberdeen,2017-18,Fellowship,1,0,0,300,0,0,57.165019,-2.099122
BBSRC,Biology and Biotech,The University of Aberdeen,2018-19,Fellowship,1,0,0,300,0,0,57.165019,-2.099122
BBSRC,Biology and Biotech,The University of Aberdeen,2015-16,Research and Innovation Grant,26,5,19,12084,3276,27,57.165019,-2.099122
BBSRC,Biology and Biotech,The University of Aberdeen,2016-17,Research and Innovation Grant,30,11,37,13152,4181,32,57.165019,-2.099122
BBSRC,Biology and Biotech,The University of Aberdeen,2017-18,Research and Innovation Grant,14,5,36,5492,1306,24,57.165019,-2.099122
BBSRC,Biology and Biotech,The University of Aberdeen,2018-19,Research and Innovation Grant,14,4,29,10851,1264,12,57.165019,-2.099122
BBSRC,Biology and Biotech,The University of Aberdeen,2019-20,Research and Innovation Grant,8,2,25,3627,1104,30,57.165019,-2.099122
BBSRC,Biology and Biotech,The University of Bath,2017-18,Fellowship,1,0,0,998,0,0,51.380441,-2.330673
BBSRC,Biology and Biotech,The University of Bath,2018-19,Fellowship,2,0,0,1231,0,0,51.380441,-2.330673
BBSRC,Biology and Biotech,The University of Bath,2019-20,Fellowship,1,0,0,983,0,0,51.380441,-2.330673
BBSRC,Biology and Biotech,The University of Bath,2015-16,Research and Innovation Grant,23,5,22,9099,1893,21,51.380441,-2.330673
BBSRC,Biology and Biotech,The University of Bath,2016-17,Research and Innovation Grant,16,3,19,6164,1200,19,51.380441,-2.330673
BBSRC,Biology and Biotech,The University of Bath,2017-18,Research and Innovation Grant,13,1,8,7073,122,2,51.380441,-2.330673
BBSRC,Biology and Biotech,The University of Bath,2018-19,Research and Innovation Grant,15,2,13,7380,956,13,51.380441,-2.330673
BBSRC,Biology and Biotech,The University of Bath,2019-20,Research and Innovation Grant,16,3,19,7747,1333,17,51.380441,-2.330673
